Country,ISO,Sec_cntry,Name,Purpose,Admin_unit,Near_city,River,Main_basin,Sub_basin,Status,PVOUT,PV_surface,PV_spcapacity,Dam_hgt,Res_capacity,Res_area,HPP_elec_cap,Transm_exist,Transm_length,Transm_planned,Proj_type,Lifecycle,Storage_typ,Linked_prj,Proj_cost,Proj_status,Study_status,Proj_yr,Yr_recentstudy,Comission_due,Ann_firm_gen,Ann_tot_gen,Prox_irrig,Size_irrig_area,Owner,Autom_EMS/SCADA, PrivateOwnership_RE,Feed_in_tariff_Solar,Feed_in_tariff _ForeignExchg,Guaranteed_Offtake,Competitive_bidding,Winning_bid _offtake,OtherFiscal _incentives_RE,Prioritized_access_grid_RE,Priority_dispatch,Compensation_IPP_offtake,Compensations_lost_generation,Gov_guarantee_payments,Regulatory_Overview,Download,Long,Lat
India,IND,,Kishanpura,Irrigation,Madhya Pradesh,Indore,Local,,,Operational since 1976,,11.5,,23.4,2.493,1.15,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Tiru,Irrigation,Maharashtra,Osmanabad,Tiru,,,Operational since 1976,,6.9,,21,23.32,0.69,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Chandrakeshar,Irrigation,Madhya Pradesh,Dewas,Local,,,Operational since 1976,,52.1,,21.1,30.07,5.21,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kanholibara,Irrigation,Maharashtra,Hingana,Krishna,,,Operational since 1976,,3.33,,21.05,22.213,0.333,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Gandhari,Irrigation,Maharashtra,Lonar,Local Nala,,,Operational since 1976,,4.23,,18.03,2.412,0.423,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Sawalikheda,Irrigation,Maharashtra,Dharni,Local Nala,,,Operational since 1976,,2.21,,16.82,1.24,0.221,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Barkhedi,Irrigation,Madhya Pradesh,Sehore,Local,,,Operational since 1976,,3.47,,18.18,1.25,0.347,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Adhala,Irrigation,Maharashtra,Akola,Adhala,,,Operational since 1976,,23.06,,40,30,2.306,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kerwan,Irrigation,Madhya Pradesh,Bhopal,Kerwan,,,Operational since 1976,1578,48.24,,22.55,25.031,4.824,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),77.3711,23.1661
India,IND,,Deopur,Irrigation,Madhya Pradesh,Chicholi,Local,,,Operational since 1976,,2.29,,15.86,0.943,0.229,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kund,Irrigation,Madhya Pradesh,Chicholi,Local,,,Operational since 1976,,9.64,,19.5,3.095,0.964,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Lakadjam,Irrigation,Madhya Pradesh,Chicholi,Local,,,Operational since 1976,,0.94,,16.92,0.576,0.094,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Pawarjhanda,Irrigation,Madhya Pradesh,Shahpur,Local,,,Operational since 1976,,3.41,,16.08,1.197,0.341,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Hudi,Irrigation,Maharashtra,Kinwat,Local Nala,,,Operational since 1976,,,,15.75,1.65,,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Pimpalgaon,Irrigation,Maharashtra,Kinwat,Local Nala,,,Operational since 1976,,,,15.25,2.25,,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Shindgi,Irrigation,Maharashtra,Kinwat,Local Nala,,,Operational since 1976,,,,16.64,1.67,,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Pohar,Irrigation,Madhya Pradesh,Multai,Local,,,Operational since 1976,,5.04,,15.08,2.069,0.504,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Chta Nalla,Irrigation,Madhya Pradesh,Tik'Garh,Local,,,Operational since 1976,,4.18,,15.71,1.033,0.418,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Latar,Irrigation,Madhya Pradesh,N.A.,Shadol,,,Operational since 1976,,11.3288,,15.09,3.08,1.13288,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Mehroi,Irrigation,Madhya Pradesh,Umariya,Local,,,Operational since 1976,,14.2,,20.79,5.206,1.42,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Simariya No. I,Irrigation,Madhya Pradesh,N.A.,Local,,,Operational since 1976,,97.1,,14.17,4.308,9.71,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Wagya Nalla,Irrigation,Madhya Pradesh,Sousar,Local,,,Operational since 1976,,13,,26.3,8.4,1.3,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Panchadhara,Irrigation,Maharashtra,Wardha,Panchadhara,,,Operational since 1976,,16.7,,27.41,9.68,1.67,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Nanda,Irrigation,Maharashtra,Saoner,Local Nala,,,Operational since 1976,,0.2548,,17.31,,0.02548,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kamthikhairy (Pench),Irrigation,Maharashtra,Nagpur,Pench,,,Operational since 1976,,236.53,,32,230,23.653,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Pirha,Irrigation,Chattisgarh,Surajpur,Local,,,Operational since 1976,,,,16.98,0.7224,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Asola,Irrigation,Maharashtra,Manora,Local Nala,,,Operational since 1976,,7.01,,18,3.56,0.701,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Ratanwadi,Irrigation,Maharashtra,Manora,Local Nala,,,Operational since 1976,,,,19,1.33,,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Chinnakutiyar,"Irrigation, Hydropower",Tamil Nadu,Ambasamudram,C Kuttiyar,,,Operational since 1976,,708.5,,29,2.77,70.85,,,,,,,,,,,,,,,,,,,Government of Tamil Nadu,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kuttiyar,"Irrigation, Hydropower",Tamil Nadu,Ambasamudram,Kuttiyar,,,Operational since 1976,,708.5,,25,0.23,70.85,,,,,,,,,,,,,,,,,,,Government of Tamil Nadu,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Pilavukkal Proj Kovilar,Irrigation,Tamil Nadu,Srivilliputhur,Kovilar,,,Operational since 1976,,708.5,,16,3.77,70.85,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Pilavukkal Proj Periyar,Irrigation,Tamil Nadu,Srivilliputhur,Periyar,,,Operational since 1976,,708.5,,17,5.44,70.85,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Rengepar Kotha,Irrigation,Maharashtra,Sakoli,Local Nala,,,Operational since 1976,,0.0985,,10.18,3.03,0.00985,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Chiraha,Irrigation,Madhya Pradesh,Panna,Local,,,Operational since 1976,,3.79,,15.46,1.245,0.379,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Mankeshwari,Irrigation,Chattisgarh,Kanker,Local,,,Operational since 1976,,2.87,,18,0.856,0.287,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Mau,Irrigation,Madhya Pradesh,Shahdol,Local,,,Operational since 1976,,9.85,,15.18,2.089,0.985,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Sapahi,Irrigation,Madhya Pradesh,Sidhi,Local,,,Operational since 1976,,3.83,,17.68,2.2,0.383,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Torenga,Irrigation,Chattisgarh,Raipur,Local,,,Operational since 1976,,2.44,,15,20,0.244,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Toulidih,Irrigation,Chattisgarh,Kasdol,Local,,,Operational since 1976,,5.951,,16.7,2.906,0.5951,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Jagannathpur,Irrigation,Chattisgarh,Ambikapur,Local,,,Operational since 1976,,6.9,,16.05,4.116,0.69,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kunwarpur,Irrigation,Chattisgarh,Ambikapur,Na,,,Operational since 1976,,29.263,,33.48,15.628,2.9263,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kinkari,Irrigation,Chattisgarh,Raigarh,Mahanadi,,,Operational since 1976,,3.577,,22.96,,0.3577,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Batre,Irrigation,Jharkhand,Dalton Ganj,Batre,,,Operational since 1976,,,,25.57,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kalakala,Irrigation,Orissa,Byree,Gabapala,,,Operational since 1976,,5.03,,10.67,2.97,0.503,,,,,,,,,,,,,,,,,,,Government of Orissa,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kodigam,Irrigation,Orissa,Sunabeda,Gadagada Nalla,,,Operational since 1976,,2.3,,17.4,2.72,0.23,,,,,,,,,,,,,,,,,,,Government of Orissa,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Talkhol,Irrigation,Orissa,Padampur,Sanjo Nalla,,,Operational since 1976,,6.75,,19.75,2.55,0.675,,,,,,,,,,,,,,,,,,,Government of Orissa,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Sunder#,Irrigation,Bihar,Godda,Sunder,,,Operational since 1976,,49.7,,35.67,30.89,4.97,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Satgharwa (N.F.),Irrigation,Bihar,Munger,Morwy,,,Operational since 1976,,3.6,,19.21,1.8,0.36,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Hinglow,Irrigation,West Bengal,Bolpur,Hinglow,,,Operational since 1976,,64.8,,12,17.069,6.48,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Ambakui,Irrigation,Gujarat,Mallya,Ambakui,,,Operational since 1977,,,,21,1.72,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Anganga (Vapiweir),Irrigation,Gujarat,Vapi,Damanganga,,,Operational since 1977,,,,21,6.7,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Fulzar Iii,Irrigation,Gujarat,Lalpur,Fulzar,,,Operational since 1977,,,,17,4.76,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Isar,Irrigation,Gujarat,Mandvi,Local Khadi,,,Operational since 1977,,,,17,3.93,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kevdi,Irrigation,Gujarat,Mandvi,Morankhadi,,,Operational since 1977,,,,22,6.902,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Mulbavla,Irrigation,Gujarat,Limdi,Local Stream,,,Operational since 1977,,,,11.5,6.02,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Panam,Irrigation,Gujarat,Shehra,Panam,,,Operational since 1977,,,,56,735.8,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Ravana,Irrigation,Gujarat,Dhari,Pilukiya,,,Operational since 1977,,,,19,1.49,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Vrajami,Irrigation,Gujarat,Maliahatina,Vrajam,,,Operational since 1977,,,,21.5,10.36,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Zar,Irrigation,Gujarat,Dhari,Fulzar,,,Operational since 1977,,,,24.5,1.464,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Ker,Irrigation,Rajasthan,Swaroopganj,Local Nalla,,,Operational since 1977,,708.5,,10.21,3.038,70.85,,,,,,,,,,,,,,,,,,,Government of Rajasthan,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Sutarwadi,Irrigation,Maharashtra,Roha,Local Nala,,,Operational since 1977,,,,16.39,2.319,,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Thakurwadi,Irrigation,Maharashtra,Murbad,Local Nala,,,Operational since 1977,1572,,,18,3.74,,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),73.567083,18.86625
India,IND,,Chichondipatil,Irrigation,Maharashtra,A'Nagar,Kal,,,Operational since 1977,,30.85,,15.06,2.8,3.085,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Dhondpargaon,Irrigation,Maharashtra,A'Nagar,Nandini,,,Operational since 1977,,3.66,,18.35,2.483,0.366,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Walki,Irrigation,Maharashtra,A'Nagar,Walumbe,,,Operational since 1977,,1.2,,12.63,3.083,0.12,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Therodi,Irrigation,Maharashtra,Karjat,Gedmadi,,,Operational since 1977,,13.6,,11.97,3.115,1.36,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Rihe,Irrigation,Maharashtra,Mulshi,Local Nala,,,Operational since 1977,,3.1,,21.94,1.58,0.31,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Vir Baji Pasalkar,"Irrigation, Hydropower",Maharashtra,Velhe,Mosi,,,Operational since 1977,1564,242,,63.4,374,24.2,,132,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),73.6086,18.3786
India,IND,,Khekada,Irrigation,Maharashtra,Navapur,Bhangari Nalla,,,Operational since 1977,,0.39,,19.2,1.48,0.039,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Sindroo,Irrigation,Rajasthan,Sindroo,Local Nalla,,,Operational since 1977,,708.5,,12.5,6.843,70.85,,,,,,,,,,,,,,,,,,,Government of Rajasthan,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
